kernel,impl,mode,result,failed_vlens
volk_32fc_32f_add_32fc,generic,impl,ok,
volk_32fc_32f_add_32fc,u_avx,impl,ok,
volk_32fc_32f_add_32fc,generic,misaligned,ok,
volk_32fc_32f_add_32fc,u_avx,misaligned,ok,
volk_32fc_32f_dot_prod_32fc,a_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_32f_dot_prod_32fc,a_avx2_fma,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_32f_dot_prod_32fc,a_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_32f_dot_prod_32fc,a_sse,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_32f_dot_prod_32fc,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_32f_dot_prod_32fc,u_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_32f_dot_prod_32fc,u_avx2_fma,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_32f_dot_prod_32fc,u_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_32f_dot_prod_32fc,u_sse,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_32f_dot_prod_32fc,a_avx,immutable,ok,
volk_32fc_32f_dot_prod_32fc,a_avx2_fma,immutable,ok,
volk_32fc_32f_dot_prod_32fc,a_avx512f,immutable,ok,
volk_32fc_32f_dot_prod_32fc,a_sse,immutable,ok,
volk_32fc_32f_dot_prod_32fc,generic,immutable,ok,
volk_32fc_32f_dot_prod_32fc,u_avx,immutable,ok,
volk_32fc_32f_dot_prod_32fc,u_avx2_fma,immutable,ok,
volk_32fc_32f_dot_prod_32fc,u_avx512f,immutable,ok,
volk_32fc_32f_dot_prod_32fc,u_sse,immutable,ok,
volk_32fc_32f_dot_prod_32fc,a_avx,impl,FAIL,131071 1000003 
volk_32fc_32f_dot_prod_32fc,a_avx2_fma,impl,FAIL,131071 1000003 
volk_32fc_32f_dot_prod_32fc,a_avx512f,impl,FAIL,131071 1000003 
volk_32fc_32f_dot_prod_32fc,a_sse,impl,FAIL,131071 1000003 
volk_32fc_32f_dot_prod_32fc,generic,impl,ok,
volk_32fc_32f_dot_prod_32fc,u_avx,impl,FAIL,131071 1000003 
volk_32fc_32f_dot_prod_32fc,u_avx2_fma,impl,FAIL,131071 1000003 
volk_32fc_32f_dot_prod_32fc,u_avx512f,impl,FAIL,131071 1000003 
volk_32fc_32f_dot_prod_32fc,u_sse,impl,FAIL,131071 1000003 
volk_32fc_32f_dot_prod_32fc,generic,misaligned,ok,
volk_32fc_32f_dot_prod_32fc,u_avx,misaligned,ok,
volk_32fc_32f_dot_prod_32fc,u_avx2_fma,misaligned,ok,
volk_32fc_32f_dot_prod_32fc,u_avx512f,misaligned,ok,
volk_32fc_32f_dot_prod_32fc,u_sse,misaligned,ok,
volk_32fc_32f_multiply_32fc,a_avx,canary,ok,
volk_32fc_32f_multiply_32fc,a_sse,canary,ok,
volk_32fc_32f_multiply_32fc,generic,canary,ok,
volk_32fc_32f_multiply_32fc,u_orc,canary,ok,
volk_32fc_32f_multiply_32fc,a_avx,immutable,ok,
volk_32fc_32f_multiply_32fc,a_sse,immutable,ok,
volk_32fc_32f_multiply_32fc,generic,immutable,ok,
volk_32fc_32f_multiply_32fc,u_orc,immutable,ok,
volk_32fc_32f_multiply_32fc,a_avx,impl,ok,
volk_32fc_32f_multiply_32fc,a_sse,impl,ok,
volk_32fc_32f_multiply_32fc,generic,impl,ok,
volk_32fc_32f_multiply_32fc,u_orc,impl,ok,
volk_32fc_32f_multiply_32fc,generic,misaligned,ok,
volk_32fc_32f_multiply_32fc,u_orc,misaligned,ok,
volk_32fc_accumulator_s32fc,a_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_accumulator_s32fc,a_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_accumulator_s32fc,a_sse,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_accumulator_s32fc,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_accumulator_s32fc,u_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_accumulator_s32fc,u_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_accumulator_s32fc,u_sse,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_accumulator_s32fc,a_avx,immutable,ok,
volk_32fc_accumulator_s32fc,a_avx512f,immutable,ok,
volk_32fc_accumulator_s32fc,a_sse,immutable,ok,
volk_32fc_accumulator_s32fc,generic,immutable,ok,
volk_32fc_accumulator_s32fc,u_avx,immutable,ok,
volk_32fc_accumulator_s32fc,u_avx512f,immutable,ok,
volk_32fc_accumulator_s32fc,u_sse,immutable,ok,
volk_32fc_accumulator_s32fc,a_avx,impl,FAIL,25 40 131071 1000003 
volk_32fc_accumulator_s32fc,a_avx512f,impl,FAIL,20 25 40 131071 1000003 
volk_32fc_accumulator_s32fc,a_sse,impl,FAIL,20 22 131071 1000003 
volk_32fc_accumulator_s32fc,generic,impl,ok,
volk_32fc_accumulator_s32fc,u_avx,impl,FAIL,25 40 131071 1000003 
volk_32fc_accumulator_s32fc,u_avx512f,impl,FAIL,20 25 40 131071 1000003 
volk_32fc_accumulator_s32fc,u_sse,impl,FAIL,20 22 131071 1000003 
volk_32fc_accumulator_s32fc,generic,misaligned,ok,
volk_32fc_accumulator_s32fc,u_avx,misaligned,ok,
volk_32fc_accumulator_s32fc,u_avx512f,misaligned,ok,
volk_32fc_accumulator_s32fc,u_sse,misaligned,ok,
volk_32fc_conjugate_32fc,a_avx,canary,ok,
volk_32fc_conjugate_32fc,a_sse3,canary,ok,
volk_32fc_conjugate_32fc,generic,canary,ok,
volk_32fc_conjugate_32fc,u_avx,canary,ok,
volk_32fc_conjugate_32fc,u_sse3,canary,ok,
volk_32fc_conjugate_32fc,a_avx,immutable,ok,
volk_32fc_conjugate_32fc,a_sse3,immutable,ok,
volk_32fc_conjugate_32fc,generic,immutable,ok,
volk_32fc_conjugate_32fc,u_avx,immutable,ok,
volk_32fc_conjugate_32fc,u_sse3,immutable,ok,
volk_32fc_conjugate_32fc,a_avx,impl,ok,
volk_32fc_conjugate_32fc,a_sse3,impl,ok,
volk_32fc_conjugate_32fc,generic,impl,ok,
volk_32fc_conjugate_32fc,u_avx,impl,ok,
volk_32fc_conjugate_32fc,u_sse3,impl,ok,
volk_32fc_conjugate_32fc,generic,misaligned,ok,
volk_32fc_conjugate_32fc,u_avx,misaligned,ok,
volk_32fc_conjugate_32fc,u_sse3,misaligned,ok,
volk_32fc_convert_16ic,a_avx2,canary,ok,
volk_32fc_convert_16ic,a_avx512,canary,ok,
volk_32fc_convert_16ic,a_sse2,canary,ok,
volk_32fc_convert_16ic,generic,canary,ok,
volk_32fc_convert_16ic,u_avx2,canary,ok,
volk_32fc_convert_16ic,u_avx512,canary,ok,
volk_32fc_convert_16ic,u_sse2,canary,ok,
volk_32fc_convert_16ic,a_avx2,immutable,ok,
volk_32fc_convert_16ic,a_avx512,immutable,ok,
volk_32fc_convert_16ic,a_sse2,immutable,ok,
volk_32fc_convert_16ic,generic,immutable,ok,
volk_32fc_convert_16ic,u_avx2,immutable,ok,
volk_32fc_convert_16ic,u_avx512,immutable,ok,
volk_32fc_convert_16ic,u_sse2,immutable,ok,
volk_32fc_convert_16ic,a_avx2,impl,ok,
volk_32fc_convert_16ic,a_avx512,impl,ok,
volk_32fc_convert_16ic,a_sse2,impl,ok,
volk_32fc_convert_16ic,generic,impl,ok,
volk_32fc_convert_16ic,u_avx2,impl,ok,
volk_32fc_convert_16ic,u_avx512,impl,ok,
volk_32fc_convert_16ic,u_sse2,impl,ok,
volk_32fc_convert_16ic,generic,misaligned,ok,
volk_32fc_convert_16ic,u_avx2,misaligned,ok,
volk_32fc_convert_16ic,u_avx512,misaligned,ok,
volk_32fc_convert_16ic,u_sse2,misaligned,ok,
volk_32fc_deinterleave_32f_x2,a_avx,canary,ok,
volk_32fc_deinterleave_32f_x2,a_avx512f,canary,ok,
volk_32fc_deinterleave_32f_x2,a_sse,canary,ok,
volk_32fc_deinterleave_32f_x2,generic,canary,ok,
volk_32fc_deinterleave_32f_x2,u_avx,canary,ok,
volk_32fc_deinterleave_32f_x2,u_avx512f,canary,ok,
volk_32fc_deinterleave_32f_x2,a_avx,immutable,ok,
volk_32fc_deinterleave_32f_x2,a_avx512f,immutable,ok,
volk_32fc_deinterleave_32f_x2,a_sse,immutable,ok,
volk_32fc_deinterleave_32f_x2,generic,immutable,ok,
volk_32fc_deinterleave_32f_x2,u_avx,immutable,ok,
volk_32fc_deinterleave_32f_x2,u_avx512f,immutable,ok,
volk_32fc_deinterleave_32f_x2,a_avx,impl,ok,
volk_32fc_deinterleave_32f_x2,a_avx512f,impl,ok,
volk_32fc_deinterleave_32f_x2,a_sse,impl,ok,
volk_32fc_deinterleave_32f_x2,generic,impl,ok,
volk_32fc_deinterleave_32f_x2,u_avx,impl,ok,
volk_32fc_deinterleave_32f_x2,u_avx512f,impl,ok,
volk_32fc_deinterleave_32f_x2,generic,misaligned,ok,
volk_32fc_deinterleave_32f_x2,u_avx,misaligned,ok,
volk_32fc_deinterleave_32f_x2,u_avx512f,misaligned,ok,
volk_32fc_deinterleave_64f_x2,a_avx,canary,ok,
volk_32fc_deinterleave_64f_x2,a_sse2,canary,ok,
volk_32fc_deinterleave_64f_x2,generic,canary,ok,
volk_32fc_deinterleave_64f_x2,u_avx,canary,ok,
volk_32fc_deinterleave_64f_x2,u_sse2,canary,ok,
volk_32fc_deinterleave_64f_x2,a_avx,immutable,ok,
volk_32fc_deinterleave_64f_x2,a_sse2,immutable,ok,
volk_32fc_deinterleave_64f_x2,generic,immutable,ok,
volk_32fc_deinterleave_64f_x2,u_avx,immutable,ok,
volk_32fc_deinterleave_64f_x2,u_sse2,immutable,ok,
volk_32fc_deinterleave_64f_x2,a_avx,impl,ok,
volk_32fc_deinterleave_64f_x2,a_sse2,impl,ok,
volk_32fc_deinterleave_64f_x2,generic,impl,ok,
volk_32fc_deinterleave_64f_x2,u_avx,impl,ok,
volk_32fc_deinterleave_64f_x2,u_sse2,impl,ok,
volk_32fc_deinterleave_64f_x2,generic,misaligned,ok,
volk_32fc_deinterleave_64f_x2,u_avx,misaligned,ok,
volk_32fc_deinterleave_64f_x2,u_sse2,misaligned,ok,
volk_32fc_deinterleave_imag_32f,a_avx,canary,ok,
volk_32fc_deinterleave_imag_32f,a_sse,canary,ok,
volk_32fc_deinterleave_imag_32f,generic,canary,ok,
volk_32fc_deinterleave_imag_32f,u_avx,canary,ok,
volk_32fc_deinterleave_imag_32f,a_avx,immutable,ok,
volk_32fc_deinterleave_imag_32f,a_sse,immutable,ok,
volk_32fc_deinterleave_imag_32f,generic,immutable,ok,
volk_32fc_deinterleave_imag_32f,u_avx,immutable,ok,
volk_32fc_deinterleave_imag_32f,a_avx,impl,ok,
volk_32fc_deinterleave_imag_32f,a_sse,impl,ok,
volk_32fc_deinterleave_imag_32f,generic,impl,ok,
volk_32fc_deinterleave_imag_32f,u_avx,impl,ok,
volk_32fc_deinterleave_imag_32f,generic,misaligned,ok,
volk_32fc_deinterleave_imag_32f,u_avx,misaligned,ok,
volk_32fc_deinterleave_real_32f,a_avx2,canary,ok,
volk_32fc_deinterleave_real_32f,a_sse,canary,ok,
volk_32fc_deinterleave_real_32f,generic,canary,ok,
volk_32fc_deinterleave_real_32f,u_avx2,canary,ok,
volk_32fc_deinterleave_real_32f,a_avx2,immutable,ok,
volk_32fc_deinterleave_real_32f,a_sse,immutable,ok,
volk_32fc_deinterleave_real_32f,generic,immutable,ok,
volk_32fc_deinterleave_real_32f,u_avx2,immutable,ok,
volk_32fc_deinterleave_real_32f,a_avx2,impl,ok,
volk_32fc_deinterleave_real_32f,a_sse,impl,ok,
volk_32fc_deinterleave_real_32f,generic,impl,ok,
volk_32fc_deinterleave_real_32f,u_avx2,impl,ok,
volk_32fc_deinterleave_real_32f,generic,misaligned,ok,
volk_32fc_deinterleave_real_32f,u_avx2,misaligned,ok,
volk_32fc_deinterleave_real_64f,a_avx2,canary,ok,
volk_32fc_deinterleave_real_64f,a_sse2,canary,ok,
volk_32fc_deinterleave_real_64f,generic,canary,ok,
volk_32fc_deinterleave_real_64f,u_avx2,canary,ok,
volk_32fc_deinterleave_real_64f,a_avx2,immutable,ok,
volk_32fc_deinterleave_real_64f,a_sse2,immutable,ok,
volk_32fc_deinterleave_real_64f,generic,immutable,ok,
volk_32fc_deinterleave_real_64f,u_avx2,immutable,ok,
volk_32fc_deinterleave_real_64f,a_avx2,impl,ok,
volk_32fc_deinterleave_real_64f,a_sse2,impl,ok,
volk_32fc_deinterleave_real_64f,generic,impl,ok,
volk_32fc_deinterleave_real_64f,u_avx2,impl,ok,
volk_32fc_deinterleave_real_64f,generic,misaligned,ok,
volk_32fc_deinterleave_real_64f,u_avx2,misaligned,ok,
volk_32fc_index_max_16u,a_avx2_variant_0,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_16u,a_avx2_variant_1,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_16u,a_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_16u,a_sse3,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_16u,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_16u,u_avx2_variant_0,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_16u,u_avx2_variant_1,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_16u,u_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_16u,a_avx2_variant_0,immutable,ok,
volk_32fc_index_max_16u,a_avx2_variant_1,immutable,ok,
volk_32fc_index_max_16u,a_avx512f,immutable,ok,
volk_32fc_index_max_16u,a_sse3,immutable,ok,
volk_32fc_index_max_16u,generic,immutable,ok,
volk_32fc_index_max_16u,u_avx2_variant_0,immutable,ok,
volk_32fc_index_max_16u,u_avx2_variant_1,immutable,ok,
volk_32fc_index_max_16u,u_avx512f,immutable,ok,
volk_32fc_index_max_16u,a_avx2_variant_0,impl,ok,
volk_32fc_index_max_16u,a_avx2_variant_1,impl,ok,
volk_32fc_index_max_16u,a_avx512f,impl,ok,
volk_32fc_index_max_16u,a_sse3,impl,FAIL,3 
volk_32fc_index_max_16u,generic,impl,ok,
volk_32fc_index_max_16u,u_avx2_variant_0,impl,ok,
volk_32fc_index_max_16u,u_avx2_variant_1,impl,ok,
volk_32fc_index_max_16u,u_avx512f,impl,ok,
volk_32fc_index_max_16u,generic,misaligned,ok,
volk_32fc_index_max_16u,u_avx2_variant_0,misaligned,ok,
volk_32fc_index_max_16u,u_avx2_variant_1,misaligned,ok,
volk_32fc_index_max_16u,u_avx512f,misaligned,ok,
volk_32fc_index_max_32u,a_avx2_variant_0,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_32u,a_avx2_variant_1,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_32u,a_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_32u,a_sse3,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_32u,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_32u,u_avx2_variant_0,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_32u,u_avx2_variant_1,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_32u,u_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_max_32u,a_avx2_variant_0,immutable,ok,
volk_32fc_index_max_32u,a_avx2_variant_1,immutable,ok,
volk_32fc_index_max_32u,a_avx512f,immutable,ok,
volk_32fc_index_max_32u,a_sse3,immutable,ok,
volk_32fc_index_max_32u,generic,immutable,ok,
volk_32fc_index_max_32u,u_avx2_variant_0,immutable,ok,
volk_32fc_index_max_32u,u_avx2_variant_1,immutable,ok,
volk_32fc_index_max_32u,u_avx512f,immutable,ok,
volk_32fc_index_max_32u,a_avx2_variant_0,impl,ok,
volk_32fc_index_max_32u,a_avx2_variant_1,impl,ok,
volk_32fc_index_max_32u,a_avx512f,impl,ok,
volk_32fc_index_max_32u,a_sse3,impl,FAIL,3 
volk_32fc_index_max_32u,generic,impl,ok,
volk_32fc_index_max_32u,u_avx2_variant_0,impl,ok,
volk_32fc_index_max_32u,u_avx2_variant_1,impl,ok,
volk_32fc_index_max_32u,u_avx512f,impl,ok,
volk_32fc_index_max_32u,generic,misaligned,ok,
volk_32fc_index_max_32u,u_avx2_variant_0,misaligned,ok,
volk_32fc_index_max_32u,u_avx2_variant_1,misaligned,ok,
volk_32fc_index_max_32u,u_avx512f,misaligned,ok,
volk_32fc_index_min_16u,a_avx2_variant_0,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_16u,a_avx2_variant_1,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_16u,a_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_16u,a_sse3,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_16u,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_16u,u_avx2_variant_0,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_16u,u_avx2_variant_1,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_16u,u_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_16u,a_avx2_variant_0,immutable,ok,
volk_32fc_index_min_16u,a_avx2_variant_1,immutable,ok,
volk_32fc_index_min_16u,a_avx512f,immutable,ok,
volk_32fc_index_min_16u,a_sse3,immutable,ok,
volk_32fc_index_min_16u,generic,immutable,ok,
volk_32fc_index_min_16u,u_avx2_variant_0,immutable,ok,
volk_32fc_index_min_16u,u_avx2_variant_1,immutable,ok,
volk_32fc_index_min_16u,u_avx512f,immutable,ok,
volk_32fc_index_min_16u,a_avx2_variant_0,impl,ok,
volk_32fc_index_min_16u,a_avx2_variant_1,impl,ok,
volk_32fc_index_min_16u,a_avx512f,impl,ok,
volk_32fc_index_min_16u,a_sse3,impl,ok,
volk_32fc_index_min_16u,generic,impl,ok,
volk_32fc_index_min_16u,u_avx2_variant_0,impl,ok,
volk_32fc_index_min_16u,u_avx2_variant_1,impl,ok,
volk_32fc_index_min_16u,u_avx512f,impl,ok,
volk_32fc_index_min_16u,generic,misaligned,ok,
volk_32fc_index_min_16u,u_avx2_variant_0,misaligned,ok,
volk_32fc_index_min_16u,u_avx2_variant_1,misaligned,ok,
volk_32fc_index_min_16u,u_avx512f,misaligned,ok,
volk_32fc_index_min_32u,a_avx2_variant_0,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_32u,a_avx2_variant_1,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_32u,a_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_32u,a_sse3,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_32u,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_32u,u_avx2_variant_0,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_32u,u_avx2_variant_1,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_32u,u_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_index_min_32u,a_avx2_variant_0,immutable,ok,
volk_32fc_index_min_32u,a_avx2_variant_1,immutable,ok,
volk_32fc_index_min_32u,a_avx512f,immutable,ok,
volk_32fc_index_min_32u,a_sse3,immutable,ok,
volk_32fc_index_min_32u,generic,immutable,ok,
volk_32fc_index_min_32u,u_avx2_variant_0,immutable,ok,
volk_32fc_index_min_32u,u_avx2_variant_1,immutable,ok,
volk_32fc_index_min_32u,u_avx512f,immutable,ok,
volk_32fc_index_min_32u,a_avx2_variant_0,impl,ok,
volk_32fc_index_min_32u,a_avx2_variant_1,impl,ok,
volk_32fc_index_min_32u,a_avx512f,impl,ok,
volk_32fc_index_min_32u,a_sse3,impl,ok,
volk_32fc_index_min_32u,generic,impl,ok,
volk_32fc_index_min_32u,u_avx2_variant_0,impl,ok,
volk_32fc_index_min_32u,u_avx2_variant_1,impl,ok,
volk_32fc_index_min_32u,u_avx512f,impl,ok,
volk_32fc_index_min_32u,generic,misaligned,ok,
volk_32fc_index_min_32u,u_avx2_variant_0,misaligned,ok,
volk_32fc_index_min_32u,u_avx2_variant_1,misaligned,ok,
volk_32fc_index_min_32u,u_avx512f,misaligned,ok,
volk_32fc_magnitude_32f,a_avx,canary,ok,
volk_32fc_magnitude_32f,a_avx512f,canary,ok,
volk_32fc_magnitude_32f,a_sse,canary,ok,
volk_32fc_magnitude_32f,a_sse3,canary,ok,
volk_32fc_magnitude_32f,generic,canary,ok,
volk_32fc_magnitude_32f,u_avx,canary,ok,
volk_32fc_magnitude_32f,u_avx512f,canary,ok,
volk_32fc_magnitude_32f,u_sse,canary,ok,
volk_32fc_magnitude_32f,u_sse3,canary,ok,
volk_32fc_magnitude_32f,a_avx,immutable,ok,
volk_32fc_magnitude_32f,a_avx512f,immutable,ok,
