kernel,impl,mode,result,failed_vlens
volk_32fc_magnitude_32f,a_sse,immutable,ok,
volk_32fc_magnitude_32f,a_sse3,immutable,ok,
volk_32fc_magnitude_32f,generic,immutable,ok,
volk_32fc_magnitude_32f,u_avx,immutable,ok,
volk_32fc_magnitude_32f,u_avx512f,immutable,ok,
volk_32fc_magnitude_32f,u_sse,immutable,ok,
volk_32fc_magnitude_32f,u_sse3,immutable,ok,
volk_32fc_magnitude_32f,generic,misaligned,ok,
volk_32fc_magnitude_32f,u_avx,misaligned,ok,
volk_32fc_magnitude_32f,u_avx512f,misaligned,ok,
volk_32fc_magnitude_32f,u_sse,misaligned,ok,
volk_32fc_magnitude_32f,u_sse3,misaligned,ok,
volk_32fc_magnitude_32f,a_avx,ref,ok,
volk_32fc_magnitude_32f,a_avx512f,ref,ok,
volk_32fc_magnitude_32f,a_sse,ref,ok,
volk_32fc_magnitude_32f,a_sse3,ref,ok,
volk_32fc_magnitude_32f,generic,ref,ok,
volk_32fc_magnitude_32f,u_avx,ref,ok,
volk_32fc_magnitude_32f,u_avx512f,ref,ok,
volk_32fc_magnitude_32f,u_sse,ref,ok,
volk_32fc_magnitude_32f,u_sse3,ref,ok,
volk_32fc_magnitude_squared_32f,a_avx,canary,ok,
volk_32fc_magnitude_squared_32f,a_sse,canary,ok,
volk_32fc_magnitude_squared_32f,a_sse3,canary,ok,
volk_32fc_magnitude_squared_32f,generic,canary,ok,
volk_32fc_magnitude_squared_32f,u_avx,canary,ok,
volk_32fc_magnitude_squared_32f,u_sse,canary,ok,
volk_32fc_magnitude_squared_32f,u_sse3,canary,ok,
volk_32fc_magnitude_squared_32f,a_avx,immutable,ok,
volk_32fc_magnitude_squared_32f,a_sse,immutable,ok,
volk_32fc_magnitude_squared_32f,a_sse3,immutable,ok,
volk_32fc_magnitude_squared_32f,generic,immutable,ok,
volk_32fc_magnitude_squared_32f,u_avx,immutable,ok,
volk_32fc_magnitude_squared_32f,u_sse,immutable,ok,
volk_32fc_magnitude_squared_32f,u_sse3,immutable,ok,
volk_32fc_magnitude_squared_32f,a_avx,impl,ok,
volk_32fc_magnitude_squared_32f,a_sse,impl,ok,
volk_32fc_magnitude_squared_32f,a_sse3,impl,ok,
volk_32fc_magnitude_squared_32f,generic,impl,ok,
volk_32fc_magnitude_squared_32f,u_avx,impl,ok,
volk_32fc_magnitude_squared_32f,u_sse,impl,ok,
volk_32fc_magnitude_squared_32f,u_sse3,impl,ok,
volk_32fc_magnitude_squared_32f,generic,misaligned,ok,
volk_32fc_magnitude_squared_32f,u_avx,misaligned,ok,
volk_32fc_magnitude_squared_32f,u_sse,misaligned,ok,
volk_32fc_magnitude_squared_32f,u_sse3,misaligned,ok,
volk_32fc_s32f_atan2_32f,a_avx2,canary,ok,
volk_32fc_s32f_atan2_32f,a_avx2_fma,canary,ok,
volk_32fc_s32f_atan2_32f,a_avx512dq,canary,ok,
volk_32fc_s32f_atan2_32f,generic,canary,ok,
volk_32fc_s32f_atan2_32f,polynomial,canary,ok,
volk_32fc_s32f_atan2_32f,u_avx2,canary,ok,
volk_32fc_s32f_atan2_32f,u_avx2_fma,canary,ok,
volk_32fc_s32f_atan2_32f,u_avx512dq,canary,ok,
volk_32fc_s32f_atan2_32f,a_avx2,immutable,ok,
volk_32fc_s32f_atan2_32f,a_avx2_fma,immutable,ok,
volk_32fc_s32f_atan2_32f,a_avx512dq,immutable,ok,
volk_32fc_s32f_atan2_32f,generic,immutable,ok,
volk_32fc_s32f_atan2_32f,polynomial,immutable,ok,
volk_32fc_s32f_atan2_32f,u_avx2,immutable,ok,
volk_32fc_s32f_atan2_32f,u_avx2_fma,immutable,ok,
volk_32fc_s32f_atan2_32f,u_avx512dq,immutable,ok,
volk_32fc_s32f_atan2_32f,generic,misaligned,ok,
volk_32fc_s32f_atan2_32f,polynomial,misaligned,ok,
volk_32fc_s32f_atan2_32f,u_avx2,misaligned,ok,
volk_32fc_s32f_atan2_32f,u_avx2_fma,misaligned,ok,
volk_32fc_s32f_atan2_32f,u_avx512dq,misaligned,ok,
volk_32fc_s32f_atan2_32f,a_avx2,ref,ok,
volk_32fc_s32f_atan2_32f,a_avx2_fma,ref,ok,
volk_32fc_s32f_atan2_32f,a_avx512dq,ref,ok,
volk_32fc_s32f_atan2_32f,generic,ref,ok,
volk_32fc_s32f_atan2_32f,polynomial,ref,ok,
volk_32fc_s32f_atan2_32f,u_avx2,ref,ok,
volk_32fc_s32f_atan2_32f,u_avx2_fma,ref,ok,
volk_32fc_s32f_atan2_32f,u_avx512dq,ref,ok,
volk_32fc_s32f_deinterleave_real_16i,a_avx2,canary,ok,
volk_32fc_s32f_deinterleave_real_16i,a_sse,canary,ok,
volk_32fc_s32f_deinterleave_real_16i,generic,canary,ok,
volk_32fc_s32f_deinterleave_real_16i,u_avx2,canary,ok,
volk_32fc_s32f_deinterleave_real_16i,a_avx2,immutable,ok,
volk_32fc_s32f_deinterleave_real_16i,a_sse,immutable,ok,
volk_32fc_s32f_deinterleave_real_16i,generic,immutable,ok,
volk_32fc_s32f_deinterleave_real_16i,u_avx2,immutable,ok,
volk_32fc_s32f_deinterleave_real_16i,a_avx2,impl,ok,
volk_32fc_s32f_deinterleave_real_16i,a_sse,impl,ok,
volk_32fc_s32f_deinterleave_real_16i,generic,impl,ok,
volk_32fc_s32f_deinterleave_real_16i,u_avx2,impl,ok,
volk_32fc_s32f_deinterleave_real_16i,generic,misaligned,ok,
volk_32fc_s32f_deinterleave_real_16i,u_avx2,misaligned,ok,
volk_32fc_s32f_magnitude_16i,a_avx2,canary,ok,
volk_32fc_s32f_magnitude_16i,a_sse,canary,ok,
volk_32fc_s32f_magnitude_16i,a_sse3,canary,ok,
volk_32fc_s32f_magnitude_16i,generic,canary,ok,
volk_32fc_s32f_magnitude_16i,u_avx2,canary,ok,
volk_32fc_s32f_magnitude_16i,a_avx2,immutable,ok,
volk_32fc_s32f_magnitude_16i,a_sse,immutable,ok,
volk_32fc_s32f_magnitude_16i,a_sse3,immutable,ok,
volk_32fc_s32f_magnitude_16i,generic,immutable,ok,
volk_32fc_s32f_magnitude_16i,u_avx2,immutable,ok,
volk_32fc_s32f_magnitude_16i,a_avx2,impl,FAIL,131071 
volk_32fc_s32f_magnitude_16i,a_sse,impl,ok,
volk_32fc_s32f_magnitude_16i,a_sse3,impl,FAIL,131071 
volk_32fc_s32f_magnitude_16i,generic,impl,ok,
volk_32fc_s32f_magnitude_16i,u_avx2,impl,FAIL,131071 
volk_32fc_s32f_magnitude_16i,generic,misaligned,ok,
volk_32fc_s32f_magnitude_16i,u_avx2,misaligned,ok,
volk_32fc_s32f_power_32fc,generic,canary,ok,
volk_32fc_s32f_power_32fc,generic,immutable,ok,
volk_32fc_s32f_power_32fc,generic,misaligned,ok,
volk_32fc_s32f_power_32fc,generic,ref,FAIL,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_s32f_power_spectral_densitypuppet_32f,-,canary,skip,
volk_32fc_s32f_power_spectral_densitypuppet_32f,-,immutable,skip,
volk_32fc_s32f_power_spectral_densitypuppet_32f,-,misaligned,skip,
volk_32fc_s32f_power_spectral_densitypuppet_32f,-,sweep,skip,no-qa-entry
volk_32fc_s32f_power_spectrum_32f,generic,canary,ok,
volk_32fc_s32f_power_spectrum_32f,generic,immutable,ok,
volk_32fc_s32f_power_spectrum_32f,generic,misaligned,ok,
volk_32fc_s32f_power_spectrum_32f,-,sweep,skip,no-qa-entry
volk_32fc_s32f_x2_power_spectral_density_32f,-,canary,skip,no-qa-entry
volk_32fc_s32f_x2_power_spectral_density_32f,-,immutable,skip,no-qa-entry
volk_32fc_s32f_x2_power_spectral_density_32f,-,misaligned,skip,no-qa-entry
volk_32fc_s32f_x2_power_spectral_density_32f,-,sweep,skip,no-qa-entry
volk_32fc_s32fc_multiply2_32fc,a_avx,canary,ok,
volk_32fc_s32fc_multiply2_32fc,a_avx_fma,canary,ok,
volk_32fc_s32fc_multiply2_32fc,a_sse3,canary,ok,
volk_32fc_s32fc_multiply2_32fc,generic,canary,ok,
volk_32fc_s32fc_multiply2_32fc,u_avx,canary,ok,
volk_32fc_s32fc_multiply2_32fc,u_avx_fma,canary,ok,
volk_32fc_s32fc_multiply2_32fc,u_sse3,canary,ok,
volk_32fc_s32fc_multiply2_32fc,a_avx,immutable,ok,
volk_32fc_s32fc_multiply2_32fc,a_avx_fma,immutable,ok,
volk_32fc_s32fc_multiply2_32fc,a_sse3,immutable,ok,
volk_32fc_s32fc_multiply2_32fc,generic,immutable,ok,
volk_32fc_s32fc_multiply2_32fc,u_avx,immutable,ok,
volk_32fc_s32fc_multiply2_32fc,u_avx_fma,immutable,ok,
volk_32fc_s32fc_multiply2_32fc,u_sse3,immutable,ok,
volk_32fc_s32fc_multiply2_32fc,a_avx,impl,ok,
volk_32fc_s32fc_multiply2_32fc,a_avx_fma,impl,ok,
volk_32fc_s32fc_multiply2_32fc,a_sse3,impl,ok,
volk_32fc_s32fc_multiply2_32fc,generic,impl,ok,
volk_32fc_s32fc_multiply2_32fc,u_avx,impl,ok,
volk_32fc_s32fc_multiply2_32fc,u_avx_fma,impl,ok,
volk_32fc_s32fc_multiply2_32fc,u_sse3,impl,ok,
volk_32fc_s32fc_multiply2_32fc,generic,misaligned,ok,
volk_32fc_s32fc_multiply2_32fc,u_avx,misaligned,ok,
volk_32fc_s32fc_multiply2_32fc,u_avx_fma,misaligned,ok,
volk_32fc_s32fc_multiply2_32fc,u_sse3,misaligned,ok,
volk_32fc_s32fc_multiply_32fc,-,canary,skip,no-qa-entry
volk_32fc_s32fc_multiply_32fc,-,immutable,skip,no-qa-entry
volk_32fc_s32fc_multiply_32fc,-,misaligned,skip,no-qa-entry
volk_32fc_s32fc_multiply_32fc,-,sweep,skip,no-qa-entry
volk_32fc_s32fc_rotator2puppet_32fc,-,canary,skip,
volk_32fc_s32fc_rotator2puppet_32fc,-,immutable,skip,
volk_32fc_s32fc_rotator2puppet_32fc,a_avx,impl,ok,
volk_32fc_s32fc_rotator2puppet_32fc,a_avx512f,impl,ok,
volk_32fc_s32fc_rotator2puppet_32fc,generic,impl,ok,
volk_32fc_s32fc_rotator2puppet_32fc,u_avx,impl,ok,
volk_32fc_s32fc_rotator2puppet_32fc,u_avx512f,impl,ok,
volk_32fc_s32fc_rotator2puppet_32fc,-,misaligned,skip,
volk_32fc_s32fc_x2_rotator2_32fc,-,canary,skip,no-qa-entry
volk_32fc_s32fc_x2_rotator2_32fc,-,immutable,skip,no-qa-entry
volk_32fc_s32fc_x2_rotator2_32fc,-,misaligned,skip,no-qa-entry
volk_32fc_s32fc_x2_rotator2_32fc,-,sweep,skip,no-qa-entry
volk_32fc_s32fc_x2_rotator_32fc,-,canary,skip,no-qa-entry
volk_32fc_s32fc_x2_rotator_32fc,-,immutable,skip,no-qa-entry
volk_32fc_s32fc_x2_rotator_32fc,-,misaligned,skip,no-qa-entry
volk_32fc_s32fc_x2_rotator_32fc,-,sweep,skip,no-qa-entry
volk_32fc_x2_add_32fc,a_avx,canary,ok,
volk_32fc_x2_add_32fc,a_sse,canary,ok,
volk_32fc_x2_add_32fc,generic,canary,ok,
volk_32fc_x2_add_32fc,u_avx,canary,ok,
volk_32fc_x2_add_32fc,u_sse,canary,ok,
volk_32fc_x2_add_32fc,a_avx,immutable,ok,
volk_32fc_x2_add_32fc,a_sse,immutable,ok,
volk_32fc_x2_add_32fc,generic,immutable,ok,
volk_32fc_x2_add_32fc,u_avx,immutable,ok,
volk_32fc_x2_add_32fc,u_sse,immutable,ok,
volk_32fc_x2_add_32fc,a_avx,impl,ok,
volk_32fc_x2_add_32fc,a_sse,impl,ok,
volk_32fc_x2_add_32fc,generic,impl,ok,
volk_32fc_x2_add_32fc,u_avx,impl,ok,
volk_32fc_x2_add_32fc,u_sse,impl,ok,
volk_32fc_x2_add_32fc,generic,misaligned,ok,
volk_32fc_x2_add_32fc,u_avx,misaligned,ok,
volk_32fc_x2_add_32fc,u_sse,misaligned,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,a_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,a_avx512dq,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,a_sse3,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,block,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,u_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,u_avx512dq,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,u_sse3,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,a_avx,immutable,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,a_avx512dq,immutable,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,a_sse3,immutable,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,block,immutable,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,generic,immutable,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,u_avx,immutable,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,u_avx512dq,immutable,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,u_sse3,immutable,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,a_avx,impl,FAIL,131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,a_avx512dq,impl,FAIL,131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,a_sse3,impl,FAIL,131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,block,impl,FAIL,131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,generic,impl,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,u_avx,impl,FAIL,131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,u_avx512dq,impl,FAIL,131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,u_sse3,impl,FAIL,131071 1000003 
volk_32fc_x2_conjugate_dot_prod_32fc,block,misaligned,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,generic,misaligned,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,u_avx,misaligned,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,u_avx512dq,misaligned,ok,
volk_32fc_x2_conjugate_dot_prod_32fc,u_sse3,misaligned,ok,
volk_32fc_x2_divide_32fc,a_avx,canary,ok,
volk_32fc_x2_divide_32fc,a_avx2_fma,canary,ok,
volk_32fc_x2_divide_32fc,a_avx512,canary,ok,
volk_32fc_x2_divide_32fc,a_sse3,canary,ok,
volk_32fc_x2_divide_32fc,generic,canary,ok,
volk_32fc_x2_divide_32fc,u_avx,canary,ok,
volk_32fc_x2_divide_32fc,u_avx2_fma,canary,ok,
volk_32fc_x2_divide_32fc,u_avx512,canary,ok,
volk_32fc_x2_divide_32fc,u_sse3,canary,ok,
volk_32fc_x2_divide_32fc,a_avx,immutable,ok,
volk_32fc_x2_divide_32fc,a_avx2_fma,immutable,ok,
volk_32fc_x2_divide_32fc,a_avx512,immutable,ok,
volk_32fc_x2_divide_32fc,a_sse3,immutable,ok,
volk_32fc_x2_divide_32fc,generic,immutable,ok,
volk_32fc_x2_divide_32fc,u_avx,immutable,ok,
volk_32fc_x2_divide_32fc,u_avx2_fma,immutable,ok,
volk_32fc_x2_divide_32fc,u_avx512,immutable,ok,
volk_32fc_x2_divide_32fc,u_sse3,immutable,ok,
volk_32fc_x2_divide_32fc,a_avx,impl,ok,
volk_32fc_x2_divide_32fc,a_avx2_fma,impl,ok,
volk_32fc_x2_divide_32fc,a_avx512,impl,ok,
volk_32fc_x2_divide_32fc,a_sse3,impl,ok,
volk_32fc_x2_divide_32fc,generic,impl,ok,
volk_32fc_x2_divide_32fc,u_avx,impl,ok,
volk_32fc_x2_divide_32fc,u_avx2_fma,impl,ok,
volk_32fc_x2_divide_32fc,u_avx512,impl,ok,
volk_32fc_x2_divide_32fc,u_sse3,impl,ok,
volk_32fc_x2_divide_32fc,generic,misaligned,ok,
volk_32fc_x2_divide_32fc,u_avx,misaligned,ok,
volk_32fc_x2_divide_32fc,u_avx2_fma,misaligned,ok,
volk_32fc_x2_divide_32fc,u_avx512,misaligned,ok,
volk_32fc_x2_divide_32fc,u_sse3,misaligned,ok,
volk_32fc_x2_dot_prod_32fc,a_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_dot_prod_32fc,a_avx_fma,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_dot_prod_32fc,a_sse3,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_dot_prod_32fc,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_dot_prod_32fc,u_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_dot_prod_32fc,u_avx_fma,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_dot_prod_32fc,u_sse3,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32fc_x2_dot_prod_32fc,a_avx,immutable,ok,
volk_32fc_x2_dot_prod_32fc,a_avx_fma,immutable,ok,
volk_32fc_x2_dot_prod_32fc,a_sse3,immutable,ok,
volk_32fc_x2_dot_prod_32fc,generic,immutable,ok,
volk_32fc_x2_dot_prod_32fc,u_avx,immutable,ok,
volk_32fc_x2_dot_prod_32fc,u_avx_fma,immutable,ok,
volk_32fc_x2_dot_prod_32fc,u_sse3,immutable,ok,
volk_32fc_x2_dot_prod_32fc,a_avx,impl,FAIL,131071 1000003 
volk_32fc_x2_dot_prod_32fc,a_avx_fma,impl,FAIL,131071 1000003 
volk_32fc_x2_dot_prod_32fc,a_sse3,impl,ok,
volk_32fc_x2_dot_prod_32fc,generic,impl,ok,
volk_32fc_x2_dot_prod_32fc,u_avx,impl,FAIL,131071 1000003 
volk_32fc_x2_dot_prod_32fc,u_avx_fma,impl,FAIL,131071 1000003 
volk_32fc_x2_dot_prod_32fc,u_sse3,impl,ok,
volk_32fc_x2_dot_prod_32fc,generic,misaligned,ok,
volk_32fc_x2_dot_prod_32fc,u_avx,misaligned,ok,
volk_32fc_x2_dot_prod_32fc,u_avx_fma,misaligned,ok,
volk_32fc_x2_dot_prod_32fc,u_sse3,misaligned,ok,
volk_32fc_x2_multiply_32fc,a_avx,canary,ok,
volk_32fc_x2_multiply_32fc,a_avx2_fma,canary,ok,
volk_32fc_x2_multiply_32fc,a_sse3,canary,ok,
volk_32fc_x2_multiply_32fc,generic,canary,ok,
volk_32fc_x2_multiply_32fc,u_avx,canary,ok,
volk_32fc_x2_multiply_32fc,u_avx2_fma,canary,ok,
volk_32fc_x2_multiply_32fc,u_orc,canary,ok,
volk_32fc_x2_multiply_32fc,u_sse3,canary,ok,
volk_32fc_x2_multiply_32fc,a_avx,immutable,ok,
volk_32fc_x2_multiply_32fc,a_avx2_fma,immutable,ok,
volk_32fc_x2_multiply_32fc,a_sse3,immutable,ok,
volk_32fc_x2_multiply_32fc,generic,immutable,ok,
volk_32fc_x2_multiply_32fc,u_avx,immutable,ok,
volk_32fc_x2_multiply_32fc,u_avx2_fma,immutable,ok,
volk_32fc_x2_multiply_32fc,u_orc,immutable,ok,
volk_32fc_x2_multiply_32fc,u_sse3,immutable,ok,
volk_32fc_x2_multiply_32fc,a_avx,impl,ok,
volk_32fc_x2_multiply_32fc,a_avx2_fma,impl,ok,
volk_32fc_x2_multiply_32fc,a_sse3,impl,ok,
volk_32fc_x2_multiply_32fc,generic,impl,ok,
volk_32fc_x2_multiply_32fc,u_avx,impl,ok,
volk_32fc_x2_multiply_32fc,u_avx2_fma,impl,ok,
volk_32fc_x2_multiply_32fc,u_orc,impl,ok,
volk_32fc_x2_multiply_32fc,u_sse3,impl,ok,
volk_32fc_x2_multiply_32fc,generic,misaligned,ok,
volk_32fc_x2_multiply_32fc,u_avx,misaligned,ok,
volk_32fc_x2_multiply_32fc,u_avx2_fma,misaligned,ok,
volk_32fc_x2_multiply_32fc,u_orc,misaligned,ok,
volk_32fc_x2_multiply_32fc,u_sse3,misaligned,ok,
volk_32fc_x2_multiply_conjugate_32fc,a_avx,canary,ok,
volk_32fc_x2_multiply_conjugate_32fc,a_sse3,canary,ok,
volk_32fc_x2_multiply_conjugate_32fc,generic,canary,ok,
volk_32fc_x2_multiply_conjugate_32fc,u_avx,canary,ok,
volk_32fc_x2_multiply_conjugate_32fc,u_sse3,canary,ok,
volk_32fc_x2_multiply_conjugate_32fc,a_avx,immutable,ok,
volk_32fc_x2_multiply_conjugate_32fc,a_sse3,immutable,ok,
volk_32fc_x2_multiply_conjugate_32fc,generic,immutable,ok,
volk_32fc_x2_multiply_conjugate_32fc,u_avx,immutable,ok,
volk_32fc_x2_multiply_conjugate_32fc,u_sse3,immutable,ok,
volk_32fc_x2_multiply_conjugate_32fc,a_avx,impl,ok,
volk_32fc_x2_multiply_conjugate_32fc,a_sse3,impl,ok,
volk_32fc_x2_multiply_conjugate_32fc,generic,impl,ok,
volk_32fc_x2_multiply_conjugate_32fc,u_avx,impl,ok,
volk_32fc_x2_multiply_conjugate_32fc,u_sse3,impl,ok,
volk_32fc_x2_multiply_conjugate_32fc,generic,misaligned,ok,
volk_32fc_x2_multiply_conjugate_32fc,u_avx,misaligned,ok,
volk_32fc_x2_multiply_conjugate_32fc,u_sse3,misaligned,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,a_avx,canary,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,a_avx2,canary,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,a_sse,canary,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,a_sse3,canary,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,generic,canary,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_avx,canary,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_avx2,canary,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_sse,canary,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_sse3,canary,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,a_avx,immutable,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,a_avx2,immutable,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,a_sse,immutable,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,a_sse3,immutable,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,generic,immutable,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_avx,immutable,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_avx2,immutable,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_sse,immutable,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_sse3,immutable,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,a_avx,impl,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,a_avx2,impl,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,a_sse,impl,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,a_sse3,impl,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,generic,impl,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_avx,impl,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_avx2,impl,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_sse,impl,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_sse3,impl,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,generic,misaligned,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_avx,misaligned,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_avx2,misaligned,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_sse,misaligned,ok,
volk_32fc_x2_s32f_square_dist_scalar_mult_32f,u_sse3,misaligned,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,a_avx,canary,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,a_sse3,canary,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,generic,canary,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,u_avx,canary,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,u_sse3,canary,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,a_avx,immutable,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,a_sse3,immutable,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,generic,immutable,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,u_avx,immutable,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,u_sse3,immutable,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,a_avx,impl,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,a_sse3,impl,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,generic,impl,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,u_avx,impl,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,u_sse3,impl,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,generic,misaligned,ok,
